fold,prob,y_true
2,0.9947846321949364,0
2,0.009260519436833228,0
2,0.006071439609400905,0
2,0.0007020957891101465,0
2,0.0003007961693358942,0
2,0.005002112305544597,0
2,0.00035596624856997936,0
2,0.00016312579777506768,0
2,0.00016312579777506768,0
2,0.0001602776584868687,0
2,0.0001542237572184755,0
2,0.00016312579777506768,0
2,0.0001602776584868687,0
2,0.00014230022615877846,0
2,0.0001602776584868687,0
2,0.00012213804016120706,0
2,0.0001602776584868687,0
2,0.00034830408758346144,0
2,0.0001775689159071339,0
2,0.9996928786561877,1
2,0.9997514334151548,1
2,0.9997263967670175,1
2,0.9995379057968663,1
2,0.9997852774202738,1
2,0.9997852774202738,1
2,0.9997636488735456,1
2,0.9997809871918372,1
2,0.9997932304981694,1
2,0.9997433398761635,1
2,0.0007462916474324059,0
2,0.00014230022615877846,0
2,0.00023981988691148702,0
2,0.0001497753848762555,0
2,0.0006944831022745669,0
2,0.00036374340383356845,0
3,0.06479670717595781,0
3,0.997390833401203,0
3,0.023744744992470052,0
3,0.00016489848691506555,0
3,0.9959104694673148,0
3,0.0007751993467113999,0
3,0.000325163016117157,0
3,9.33775276502978e-05,0
3,0.00027625287172311296,0
3,0.00021259555815314503,0
3,2.982260596400435e-05,0
3,0.0001967023452713707,0
3,0.0004347699070760089,0
3,0.00024841589500118404,0
3,0.00012980670216211914,0
3,4.76175214056721e-05,0
3,4.76175214056721e-05,0
3,5.461282537374588e-05,0
3,5.461282537374588e-05,0
3,0.0006317591404448844,1
3,0.9982436673492501,1
3,0.9996508581088973,1
3,0.9998160338830295,1
3,0.9998160338830295,1
3,0.9985061339801873,1
3,0.9996353072262155,1
3,0.9996866774407333,1
3,0.9996838451426351,1
3,0.9985195012710317,1
3,0.9990299960000332,1
3,0.9350054975365288,0
3,0.0013457830713689395,0
3,0.0019102798397399793,0
3,0.002027689212799089,0
3,0.0014641044933875974,0
3,0.0011461111530066508,0
3,0.0004661791123522892,0
4,0.000334726307063686,0
4,0.0001491113428617641,0
4,0.0001491113428617641,0
4,0.0001491113428617641,0
4,0.0001491113428617641,0
4,0.0001491113428617641,0
4,0.0001491113428617641,0
4,0.0001491113428617641,0
4,0.0001491113428617641,0
4,0.0001491113428617641,0
4,0.0001491113428617641,0
4,0.0001491113428617641,0
4,0.0001491113428617641,0
4,0.0001491113428617641,0
4,0.0001491113428617641,0
4,0.0001491113428617641,0
4,0.0001491113428617641,0
4,0.00016446536990283886,0
4,0.00010962557123024316,0
4,0.0001326302729743499,0
4,0.0001491113428617641,0
4,0.00023003888200383242,0
4,0.0001491113428617641,0
4,0.0001491113428617641,0
4,0.00016446536990283886,0
4,0.9990671410704173,1
4,0.9982266283470944,1
4,0.9994517561760294,1
4,0.9984689042678231,1
4,0.9328619522719411,1
4,0.9984689042678231,1
4,0.9328619522719411,1
4,0.9451417036941878,1
4,0.9994249787374057,1
4,0.9994249787374057,1
4,0.994258655223104,1
5,0.5668508410437457,0
5,0.028782241272380014,0
5,0.00013934940680046347,0
5,6.700407451234634e-05,0
5,8.146507474302059e-05,0
5,8.146507474302059e-05,0
5,0.0010562830681084261,0
5,7.305736521989605e-05,0
5,6.853828148043147e-05,0
5,8.294755593458621e-05,0
5,8.502683084319663e-05,0
5,0.00010749845347535502,0
5,0.0001260758680533596,0
5,0.0002633373861739362,0
5,0.0002445644197901868,0
5,0.000491604444061675,0
5,8.146507474302059e-05,0
5,9.063299146717069e-05,0
5,6.993362161234325e-05,0
5,0.00019340828450944357,0
5,0.9483007884695087,0
5,0.9837511808087134,0
5,0.9197238757606441,0
5,0.4914817573651898,0
5,0.003014394683414145,0
5,0.00021745889798858954,0
5,0.9990858341959429,1
5,0.9998557201723345,1
5,0.9998557201723345,1
5,0.9993633383780622,1
5,0.999853415333769,1
5,0.9998532213076519,1
5,0.9990858341959429,1
5,0.9990858341959429,1
5,0.9998557201723345,1
5,0.9989714067593526,1
5,0.9980286623498164,1
6,0.00011872601160532914,0
6,0.0001283677365003916,0
6,0.0001134428016284751,0
6,0.0001134428016284751,0
6,0.0001134428016284751,0
6,0.0001134428016284751,0
6,0.0001134428016284751,0
6,0.00012837287832442648,0
6,0.0001134428016284751,0
6,0.00012510951780413105,0
6,0.0001233248629485976,0
6,0.0001134428016284751,0
6,0.0001134428016284751,0
6,0.0001134428016284751,0
6,0.0001134428016284751,0
6,0.0001134428016284751,0
6,0.0001134428016284751,0
6,0.0001134428016284751,0
6,0.0001134428016284751,0
6,0.013186162549939194,1
6,0.9319259537603013,1
6,0.9994583712813905,1
6,0.9981315830041212,1
6,0.9992176135956535,1
6,0.9987296725255589,1
6,0.9984409624229762,1
6,0.9989384949066407,1
6,0.9989384949066407,1
6,0.9994521373713039,1
6,0.9971359108888578,1
6,0.00012510951780413105,0
6,0.00011640188259155802,0
6,0.00014970256408606351,0
6,0.00012510951780413105,0
6,0.0001134428016284751,0
6,0.00012963953053828499,0
7,0.0014027567252092317,0
7,0.0007284460065196446,0
7,0.0005540875986622427,0
7,0.0005639277467968876,0
7,0.0003917862253757038,0
7,0.0002866857376471213,0
7,0.0005119317752183774,0
7,0.00017329995397822473,0
7,0.00024607985818728823,0
7,0.00021320856349371574,0
7,0.00017329995397822473,0
7,0.00017329995397822473,0
7,0.0001933789062256013,0
7,0.00015377183893683987,0
7,0.00017518074116263264,0
7,0.00015377183893683987,0
7,0.00016122828908726785,0
7,0.00016122828908726785,0
7,0.00036896934651111356,0
7,0.00015377183893683987,0
7,0.00017097505587825802,0
7,0.00016306791293665946,0
7,0.00015377183893683987,0
7,0.00016122828908726785,0
7,0.00012328802584869785,0
7,0.9966609918360338,1
7,0.9834662705062188,1
7,0.9979148686030063,1
7,0.9981437288620738,1
7,0.972898281109254,1
7,0.999705675744411,1
7,0.998576798594683,1
7,0.7393341753571462,1
7,0.998576798594683,1
7,0.998576798594683,1
8,0.06509284586421989,0
